temporada,rodada_target,strategy,score_column,operational_utility_no_captain,objective_value,cost_total,budget_remaining,budget_binding_indicator,formation_selected,n_selected,lineup_signature,missing_next_market_scenario
2025,12,Availability-adjusted expected prediction,pred_expected,65.35,52.228166717300255,109.84,0.1599999999999966,False,4-3-3,12,103445|105990|107554|109401|110727|111683|112709|115248|141525|39148|87999|97341,missing_next_market_as_zero
2025,13,Availability-adjusted expected prediction,pred_expected,38.6,54.198546569419904,109.83999999999999,0.1600000000000108,False,4-3-3,12,102253|107554|107726|111683|112709|112886|132580|37457|87863|96610|97460|99815,missing_next_market_as_zero
2025,14,Availability-adjusted expected prediction,pred_expected,77.14999999999999,50.33864941032467,109.93,0.06999999999999318,False,4-3-3,12,102975|103056|105842|112886|115248|70360|70696|71684|78850|80287|90703|96610,missing_next_market_as_zero
2025,15,Availability-adjusted expected prediction,pred_expected,60.18,53.67667417899741,109.8,0.20000000000000284,False,4-3-3,12,102253|103445|105990|107554|107726|112709|122486|142890|37457|72018|96610|99267,missing_next_market_as_zero
2025,16,Availability-adjusted expected prediction,pred_expected,47.05,53.28767680464794,109.89000000000001,0.10999999999998522,False,4-3-3,12,102340|103056|105842|107726|112709|126977|70360|78850|80287|84558|90703|96610,missing_next_market_as_zero
2025,17,Availability-adjusted expected prediction,pred_expected,34.050000000000004,53.219454649971716,110.0,0.0,True,4-3-3,12,102253|103056|103445|104027|104502|105647|107554|112709|142890|39148|80287|97460,missing_next_market_as_zero
2025,18,Availability-adjusted expected prediction,pred_expected,64.63,52.286670252543836,109.36,0.6400000000000006,False,4-3-3,12,102253|103056|104027|107726|110510|112709|126471|39148|68685|80287|90943|96610,missing_next_market_as_zero
2025,19,Availability-adjusted expected prediction,pred_expected,54.42,52.821050427376896,109.67,0.3299999999999983,False,4-3-3,12,102253|103445|104027|104118|112709|112886|115248|122486|78850|93886|96610|97867,missing_next_market_as_zero
2025,20,Availability-adjusted expected prediction,pred_expected,38.14999999999999,54.27831752218463,109.96000000000001,0.03999999999999204,False,4-3-3,12,102253|103056|103445|104027|105842|107726|112886|126471|63007|78850|82639|96610,missing_next_market_as_zero
2025,21,Availability-adjusted expected prediction,pred_expected,99.41000000000001,52.58934468899222,109.94000000000001,0.05999999999998806,False,4-3-3,12,103056|103445|104027|104075|112709|115248|122486|78850|80287|87863|90943|93886,missing_next_market_as_zero
2025,22,Availability-adjusted expected prediction,pred_expected,73.22999999999999,54.61075997660275,109.74999999999999,0.2500000000000142,False,4-3-3,12,103445|104027|112709|122486|68899|70360|72801|78850|79973|80583|87863|90943,missing_next_market_as_zero
2025,23,Availability-adjusted expected prediction,pred_expected,62.68,56.50090481297867,109.95,0.04999999999999716,False,4-3-3,12,104027|105300|107873|108713|112709|122486|133543|71684|79973|82775|87863|96610,missing_next_market_as_zero
2025,24,Availability-adjusted expected prediction,pred_expected,55.809999999999995,55.433023736329666,109.76,0.23999999999999488,False,4-3-3,12,102253|104027|104118|112709|112886|122486|82775|87863|96610|97460|98384|98672,missing_next_market_as_zero
2025,25,Availability-adjusted expected prediction,pred_expected,36.35,56.46305066381776,109.97999999999999,0.020000000000010232,False,4-3-3,12,102253|104027|104118|104758|112709|114802|126216|68899|70360|80061|87863|97460,missing_next_market_as_zero
2025,26,Availability-adjusted expected prediction,pred_expected,59.849999999999994,55.108143698531876,109.69999999999999,0.30000000000001137,False,4-3-3,12,102253|103056|104027|112709|112886|114802|122486|68685|82775|93886|96610|97460,missing_next_market_as_zero
2025,27,Availability-adjusted expected prediction,pred_expected,60.550000000000004,56.23831380035471,109.89999999999998,0.10000000000002274,False,4-3-3,12,104027|105436|112709|112886|122486|68685|70360|70449|82775|87863|96793|97460,missing_next_market_as_zero
2025,28,Availability-adjusted expected prediction,pred_expected,85.08000000000001,54.77777499077835,109.86999999999999,0.13000000000000966,False,4-3-3,12,103445|104027|104118|104502|105214|112709|114802|122486|78850|90943|96610|97460,missing_next_market_as_zero
2025,29,Availability-adjusted expected prediction,pred_expected,81.39000000000001,55.72805272512482,109.86999999999999,0.13000000000000966,False,4-3-3,12,100830|101727|104027|114802|115248|122486|78850|80287|90943|93886|96610|97460,missing_next_market_as_zero
2025,30,Availability-adjusted expected prediction,pred_expected,40.43,57.05553148965839,109.85000000000001,0.14999999999999147,False,4-3-3,12,102256|104027|104758|113034|113103|114802|122486|126471|78850|79266|96610|97460,missing_next_market_as_zero
2025,31,Availability-adjusted expected prediction,pred_expected,62.45,55.792951431460544,109.98,0.01999999999999602,False,4-3-3,12,103445|104027|104502|104758|111246|112709|113103|114802|126471|70449|96610|97460,missing_next_market_as_zero
2025,32,Availability-adjusted expected prediction,pred_expected,73.79,57.05096229253647,109.98,0.01999999999999602,False,4-3-3,12,102253|104027|112709|114802|115248|122486|126471|70449|78850|80287|92182|96610,missing_next_market_as_zero
2025,33,Availability-adjusted expected prediction,pred_expected,67.93,57.16989790556945,109.94,0.060000000000002274,False,4-3-3,12,103445|104027|104758|112709|114802|122486|70449|78248|87742|96610|97460|98517,missing_next_market_as_zero
2025,34,Availability-adjusted expected prediction,pred_expected,62.550000000000004,54.9814028250155,109.93,0.06999999999999318,False,4-3-3,12,103056|103445|104027|112709|117330|122486|126471|132553|78850|80287|90532|98517,missing_next_market_as_zero
2025,35,Availability-adjusted expected prediction,pred_expected,64.28999999999999,58.1704231669202,109.88999999999999,0.11000000000001364,False,4-3-3,12,104027|105990|112709|113103|114802|115248|122486|78850|86508|96610|97460|98517,missing_next_market_as_zero
2025,36,Availability-adjusted expected prediction,pred_expected,52.400000000000006,58.4710763333022,109.64000000000001,0.3599999999999852,False,4-3-3,12,102253|103445|104027|104502|112709|114802|115248|122486|78850|79266|97460|98517,missing_next_market_as_zero
2025,37,Availability-adjusted expected prediction,pred_expected,49.49999999999999,57.879381547706785,109.82,0.18000000000000682,False,4-3-3,12,101908|104027|112709|113034|122486|126471|132264|51413|68685|78850|96610|98384,missing_next_market_as_zero
2025,38,Availability-adjusted expected prediction,pred_expected,28.89,59.13897470432687,109.86999999999999,0.13000000000000966,False,4-3-3,12,103445|112709|113034|116706|122486|37457|63007|77777|82639|86508|96610|97460,missing_next_market_as_zero
2025,2,FAME-DOC,score_fame_doc,32.78,9.81926494345719,110.0,0.0,True,4-3-3,12,104027|109096|113078|70916|81881|82627|89256|90768|93478|97653|99228|99267,exclude_missing_next_market
2025,3,FAME-DOC,score_fame_doc,54.37,10.177225519287834,109.49000000000001,0.5099999999999909,False,4-3-3,12,107771|110510|111594|112709|142279|37715|89256|90285|93879|94207|94509|99815,exclude_missing_next_market
2025,4,FAME-DOC,score_fame_doc,39.53,10.300109170305676,108.49,1.5100000000000051,False,4-3-3,12,102975|104085|110818|112709|112886|117910|72018|77664|87999|91607|92087|95131,exclude_missing_next_market
2025,5,FAME-DOC,score_fame_doc,52.28,10.856906474820144,109.99,0.010000000000005116,False,4-3-3,12,101290|104118|105811|107093|107111|122302|141763|37457|52827|71684|85403|99815,exclude_missing_next_market
2025,6,FAME-DOC,score_fame_doc,71.1,11.011237553342815,109.61,0.39000000000000057,False,4-3-3,12,101290|103056|103445|107111|110715|141525|37457|70360|78850|91866|98672|99815,exclude_missing_next_market
2025,7,FAME-DOC,score_fame_doc,46.16,11.060884831460674,109.23,0.769999999999996,False,4-3-3,12,103056|104204|37457|70360|78445|78850|90703|91866|97900|98672|98909|99815,exclude_missing_next_market
2025,8,FAME-DOC,score_fame_doc,69.92999999999999,10.97170868347339,109.97,0.030000000000001137,False,4-3-3,12,103056|104271|104528|122302|37457|68685|70360|78850|90703|91866|96610|97900,exclude_missing_next_market
2025,9,FAME-DOC,score_fame_doc,60.800000000000004,11.020588235294118,109.56999999999998,0.43000000000002103,False,4-3-3,12,104085|104271|104528|37457|70360|78850|81121|87008|87999|91607|91866|99815,exclude_missing_next_market
2025,10,FAME-DOC,score_fame_doc,58.11999999999999,11.091980474198047,109.42999999999999,0.5700000000000074,False,4-3-3,12,103056|104204|104271|104754|70360|71684|78850|82627|90703|98619|99267|99815,exclude_missing_next_market
2025,11,FAME-DOC,score_fame_doc,40.730000000000004,11.039097222222221,109.79,0.20999999999999375,False,4-3-3,12,104204|104271|104754|106593|109401|131617|78850|87008|87999|90703|97653|99815,exclude_missing_next_market
2025,12,FAME-DOC,score_fame_doc,47.89,11.229063360881545,109.00999999999999,0.9900000000000091,False,4-3-3,12,104250|104754|107554|109401|110715|115248|122486|70360|87008|91866|96610|99267,exclude_missing_next_market
2025,13,FAME-DOC,score_fame_doc,48.099999999999994,10.924621733149932,109.91,0.09000000000000341,False,4-3-3,12,103056|104204|104250|107554|132071|37457|70360|78850|90703|91866|96610|99815,exclude_missing_next_market
2025,14,FAME-DOC,score_fame_doc,89.86999999999999,11.231963788300835,109.89999999999999,0.10000000000000853,False,4-3-3,12,103056|104204|105842|106593|130811|131617|37457|78850|80287|90703|96610|98672,exclude_missing_next_market
2025,15,FAME-DOC,score_fame_doc,49.779999999999994,10.941781767955801,109.72,0.28000000000000114,False,4-3-3,12,106593|107554|110818|122486|133669|72018|78850|82627|87342|90703|96610|99267,exclude_missing_next_market
2025,16,FAME-DOC,score_fame_doc,45.4,11.266986301369862,109.77,0.23000000000000398,False,4-3-3,12,102340|103056|105842|126471|130811|131617|37457|70360|78850|80287|90703|96610,exclude_missing_next_market
2025,17,FAME-DOC,score_fame_doc,52.24,11.016256830601094,109.91000000000001,0.0899999999999892,False,4-3-3,12,103056|105647|106593|107554|110818|130811|131617|68685|70360|80287|97867|99267,exclude_missing_next_market
2025,18,FAME-DOC,score_fame_doc,72.12,10.98972972972973,109.63,0.37000000000000455,False,4-3-3,12,103056|105647|106593|107093|110818|126471|130811|131617|70360|80287|96610|97900,exclude_missing_next_market
2025,19,FAME-DOC,score_fame_doc,33.36,10.977897574123991,109.95999999999998,0.040000000000020464,False,4-3-3,12,103056|105647|106593|110818|122486|126216|130811|78850|80287|96610|97867|98517,exclude_missing_next_market
2025,20,FAME-DOC,score_fame_doc,33.169999999999995,11.077510040160643,109.97999999999999,0.020000000000010232,False,4-3-3,12,103056|105842|106593|107554|108713|110818|126471|63007|70360|78850|80287|96610,exclude_missing_next_market
2025,21,FAME-DOC,score_fame_doc,74.94000000000001,11.082142857142857,109.73,0.269999999999996,False,4-3-3,12,103056|104075|105300|126471|131617|145269|78850|80287|82775|93886|94207|96610,exclude_missing_next_market
2025,22,FAME-DOC,score_fame_doc,73.09,11.098044328552804,109.21999999999998,0.7800000000000153,False,4-3-3,12,103056|126471|131617|132071|145269|68899|78850|82775|87887|96610|97653|97810,exclude_missing_next_market
2025,23,FAME-DOC,score_fame_doc,54.510000000000005,11.083785529715762,109.89000000000001,0.10999999999998522,False,4-3-3,12,103056|105300|107093|107873|122486|37457|68899|70360|71684|78850|80287|96610,exclude_missing_next_market
2025,24,FAME-DOC,score_fame_doc,43.589999999999996,10.963372093023258,109.63,0.37000000000000455,False,4-3-3,12,106593|107093|107231|122486|145269|71684|78850|80287|86508|96610|97810|98672,exclude_missing_next_market
2025,25,FAME-DOC,score_fame_doc,20.259999999999998,11.021548387096773,109.95000000000002,0.04999999999998295,False,4-3-3,12,104118|104758|105300|108713|114802|145269|68899|70360|71684|80061|82775|98517,exclude_missing_next_market
2025,26,FAME-DOC,score_fame_doc,63.209999999999994,11.074363867684479,109.82000000000001,0.1799999999999926,False,4-3-3,12,103056|104075|122486|133669|145269|68899|71684|78850|80287|82775|93886|96610,exclude_missing_next_market
2025,27,FAME-DOC,score_fame_doc,58.56,11.089390088945363,109.82000000000001,0.1799999999999926,False,4-3-3,12,103056|105436|117330|122486|143194|68685|68899|70360|71684|78850|82775|93411,exclude_missing_next_market
2025,28,FAME-DOC,score_fame_doc,63.019999999999996,11.069961977186312,109.94,0.060000000000002274,False,4-3-3,12,104075|104118|104758|105436|112886|114802|117330|143194|78850|80287|89274|89837,exclude_missing_next_market
2025,29,FAME-DOC,score_fame_doc,64.7,11.089836888331241,109.39999999999999,0.6000000000000085,False,4-3-3,12,100830|100848|115248|122486|126216|68899|71684|78850|80287|89274|92075|97653,exclude_missing_next_market
2025,30,FAME-DOC,score_fame_doc,55.42000000000001,11.072807017543859,109.84,0.1599999999999966,False,4-3-3,12,103347|104758|113103|115248|122486|126216|126471|70449|71684|92075|96610|97867,exclude_missing_next_market
2025,31,FAME-DOC,score_fame_doc,60.879999999999995,11.090499999999999,109.49999999999999,0.5000000000000142,False,4-3-3,12,104758|106708|113103|126471|68996|70360|70449|71684|90703|91772|92075|96610,exclude_missing_next_market
2025,32,FAME-DOC,score_fame_doc,66.85000000000001,11.106234413965089,109.92999999999998,0.0700000000000216,False,4-3-3,12,103056|106708|107873|113103|122486|126471|133669|71684|78850|92075|96610|97653,exclude_missing_next_market
2025,33,FAME-DOC,score_fame_doc,63.569999999999986,11.094943820224719,109.67999999999998,0.3200000000000216,False,4-3-3,12,104084|104758|122486|126471|132264|68996|71684|78248|78850|92075|96610|98517,exclude_missing_next_market
2025,34,FAME-DOC,score_fame_doc,75.21000000000001,11.191895261845387,109.61,0.39000000000000057,False,4-3-3,12,100652|103056|104075|106708|122486|126471|68685|78248|78850|80287|92075|98517,exclude_missing_next_market
2025,35,FAME-DOC,score_fame_doc,63.949999999999996,11.100435865504359,109.91,0.09000000000000341,False,4-3-3,12,102253|103056|103912|105436|106708|108274|113103|115248|122486|132264|78850|96610,exclude_missing_next_market
2025,36,FAME-DOC,score_fame_doc,55.87,11.122422360248446,109.66,0.3400000000000034,False,4-3-3,12,105436|106708|108274|115248|122486|68996|71684|78850|79266|92075|95131|96610,exclude_missing_next_market
2025,37,FAME-DOC,score_fame_doc,53.999999999999986,11.262406947890819,109.80999999999999,0.19000000000001194,False,4-3-3,12,102253|103056|103912|108274|122486|126471|132264|68685|78850|96610|97468|98384,exclude_missing_next_market
2025,38,FAME-DOC,score_fame_doc,38.660000000000004,11.161771995043372,109.92000000000002,0.07999999999998408,False,4-3-3,12,106708|108274|122486|126471|130811|132071|68685|72391|78248|87008|95131|96610,exclude_missing_next_market
2025,2,Availability-adjusted expected prediction,pred_expected,47.779999999999994,32.294968592482505,110.0,0.0,True,4-3-3,12,104027|104528|104666|113078|70916|81881|81952|87258|89256|97653|98619|99440,exclude_missing_next_market
2025,3,Availability-adjusted expected prediction,pred_expected,39.269999999999996,43.826875455721066,109.84,0.1599999999999966,False,4-3-3,12,103014|107771|110510|111594|112709|50353|87999|90285|91607|93879|94509|99815,exclude_missing_next_market
2025,4,Availability-adjusted expected prediction,pred_expected,61.54,53.5366930650275,109.88999999999999,0.11000000000001364,False,4-3-3,12,103056|104085|104528|105811|111594|112709|117910|126977|131516|77664|87999|91607,exclude_missing_next_market
2025,5,Availability-adjusted expected prediction,pred_expected,37.78000000000001,54.811100927178956,109.44000000000001,0.5599999999999881,False,4-3-3,12,102975|104085|104528|112709|117910|122302|37457|71684|79066|89256|91607|98672,exclude_missing_next_market
2025,6,Availability-adjusted expected prediction,pred_expected,76.08,54.49933062421507,109.79,0.20999999999999375,False,4-3-3,12,101290|102975|104027|107111|112709|132553|70360|71684|79066|91607|98672|99815,exclude_missing_next_market
2025,7,Availability-adjusted expected prediction,pred_expected,47.75000000000001,55.301956442589294,109.83000000000001,0.1699999999999875,False,4-3-3,12,102253|104027|112709|70360|71684|78850|79066|89256|91607|94207|96610|99815,exclude_missing_next_market
2025,8,Availability-adjusted expected prediction,pred_expected,64.13,55.00897281484382,109.83999999999999,0.1600000000000108,False,4-3-3,12,102253|104271|112709|37457|39148|68899|70360|79066|91607|96610|97460|99815,exclude_missing_next_market
2025,9,Availability-adjusted expected prediction,pred_expected,49.4,55.50381347247582,109.33,0.6700000000000017,False,4-3-3,12,104271|104528|111683|112709|132553|37457|70360|87999|91607|96610|97460|99815,exclude_missing_next_market
2025,10,Availability-adjusted expected prediction,pred_expected,73.55,54.5479460972079,109.85999999999999,0.14000000000001478,False,4-3-3,12,102253|104027|104204|112709|39148|78850|87863|90703|91808|97460|98909|99815,exclude_missing_next_market
2025,11,Availability-adjusted expected prediction,pred_expected,92.96000000000001,52.51471841780714,109.75,0.25,False,4-3-3,12,104027|107726|109401|110727|112709|132553|71684|78850|85004|87999|91607|99815,exclude_missing_next_market
2025,12,Availability-adjusted expected prediction,pred_expected,65.35,52.228166717300255,109.84,0.1599999999999966,False,4-3-3,12,103445|105990|107554|109401|110727|111683|112709|115248|141525|39148|87999|97341,exclude_missing_next_market
2025,13,Availability-adjusted expected prediction,pred_expected,38.6,54.198546569419904,109.83999999999999,0.1600000000000108,False,4-3-3,12,102253|107554|107726|111683|112709|112886|132580|37457|87863|96610|97460|99815,exclude_missing_next_market
2025,14,Availability-adjusted expected prediction,pred_expected,77.14999999999999,50.33864941032467,109.93,0.06999999999999318,False,4-3-3,12,102975|103056|105842|112886|115248|70360|70696|71684|78850|80287|90703|96610,exclude_missing_next_market
2025,15,Availability-adjusted expected prediction,pred_expected,60.18,53.67667417899741,109.8,0.20000000000000284,False,4-3-3,12,102253|103445|105990|107554|107726|112709|122486|142890|37457|72018|96610|99267,exclude_missing_next_market
2025,16,Availability-adjusted expected prediction,pred_expected,47.05,53.28767680464794,109.89000000000001,0.10999999999998522,False,4-3-3,12,102340|103056|105842|107726|112709|126977|70360|78850|80287|84558|90703|96610,exclude_missing_next_market
